name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,data_source,endedness,genetically_modified,output_type,gtex_tissue,histone_mark,transcription_factor
usage_CL:0002328 total RNA-seq,+,total RNA-seq,CL:0002328,bronchial epithelial cell,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002351 total RNA-seq,+,total RNA-seq,CL:0002351,progenitor cell of endocrine pancreas,in_vitro_differentiated_cells,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002366 total RNA-seq,+,total RNA-seq,CL:0002366,myometrial cell,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002368 total RNA-seq,+,total RNA-seq,CL:0002368,airway epithelial cell,primary_cell,unknown,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002372 total RNA-seq,+,total RNA-seq,CL:0002372,myotube,in_vitro_differentiated_cells,unknown,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002451 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0002451,mammary stem cell,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002518 total RNA-seq,+,total RNA-seq,CL:0002518,kidney epithelial cell,primary_cell,"embryonic,newborn",encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002539 total RNA-seq,+,total RNA-seq,CL:0002539,aortic smooth muscle cell,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002540 total RNA-seq,+,total RNA-seq,CL:0002540,mesenchymal stem cell of the bone marrow,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002543 total RNA-seq,+,total RNA-seq,CL:0002543,vein endothelial cell,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002545 total RNA-seq,+,total RNA-seq,CL:0002545,thoracic aorta endothelial cell,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002547 total RNA-seq,+,total RNA-seq,CL:0002547,fibroblast of the aortic adventitia,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002551 total RNA-seq,+,total RNA-seq,CL:0002551,fibroblast of dermis,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002553 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0002553,fibroblast of lung,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002553 total RNA-seq,+,total RNA-seq,CL:0002553,fibroblast of lung,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002558 total RNA-seq,+,total RNA-seq,CL:0002558,fibroblast of villous mesenchyme,primary_cell,newborn,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002568 total RNA-seq,+,total RNA-seq,CL:0002568,mesenchymal stem cell of Wharton's jelly,primary_cell,newborn,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002570 total RNA-seq,+,total RNA-seq,CL:0002570,mesenchymal stem cell of adipose,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002577 total RNA-seq,+,total RNA-seq,CL:0002577,placental epithelial cell,primary_cell,newborn,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002583 total RNA-seq,+,total RNA-seq,CL:0002583,subcutaneous preadipocyte,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002584 total RNA-seq,+,total RNA-seq,CL:0002584,renal cortical epithelial cell,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002591 total RNA-seq,+,total RNA-seq,CL:0002591,smooth muscle cell of the pulmonary artery,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002592 total RNA-seq,+,total RNA-seq,CL:0002592,smooth muscle cell of the coronary artery,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002594 total RNA-seq,+,total RNA-seq,CL:0002594,smooth muscle cell of the umbilical artery,primary_cell,newborn,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002597 total RNA-seq,+,total RNA-seq,CL:0002597,smooth muscle cell of bladder,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002598 total RNA-seq,+,total RNA-seq,CL:0002598,bronchial smooth muscle cell,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002600 total RNA-seq,+,total RNA-seq,CL:0002600,smooth muscle cell of trachea,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002601 total RNA-seq,+,total RNA-seq,CL:0002601,uterine smooth muscle cell,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002618 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0002618 total RNA-seq,+,total RNA-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0010002 total RNA-seq,+,total RNA-seq,CL:0010002,epithelial cell of umbilical artery,primary_cell,newborn,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0010003 total RNA-seq,+,total RNA-seq,CL:0010003,epithelial cell of alveolus of lung,primary_cell,"unknown,embryonic",encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0011012 total RNA-seq,+,total RNA-seq,CL:0011012,neural crest cell,in_vitro_differentiated_cells,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0011019 total RNA-seq,+,total RNA-seq,CL:0011019,mesothelial cell of epicardium,in_vitro_differentiated_cells,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0011020 total RNA-seq,+,total RNA-seq,CL:0011020,neural progenitor cell,in_vitro_differentiated_cells,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:0011022 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0011022,fibroblast of skin of back,primary_cell,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:1000458 total RNA-seq,+,total RNA-seq,CL:1000458,melanocyte of skin,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:1001568 total RNA-seq,+,total RNA-seq,CL:1001568,pulmonary artery endothelial cell,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:1001606 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:1001606,foreskin keratinocyte,primary_cell,newborn,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:1001606 total RNA-seq,+,total RNA-seq,CL:1001606,foreskin keratinocyte,primary_cell,newborn,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:1001608 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:1001608,foreskin fibroblast,primary_cell,newborn,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:2000001 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:2000001,peripheral blood mononuclear cell,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:2000007 total RNA-seq,+,total RNA-seq,CL:2000007,articular chondrocyte of knee joint,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:2000010 total RNA-seq,+,total RNA-seq,CL:2000010,dermis blood vessel endothelial cell,primary_cell,child,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:2000011 total RNA-seq,+,total RNA-seq,CL:2000011,dermis lymphatic vessel endothelial cell,primary_cell,"child,adult",encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:2000013 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:2000013,fibroblast of skin of abdomen,primary_cell,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:2000016 total RNA-seq,+,total RNA-seq,CL:2000016,lung microvascular endothelial cell,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:2000018 total RNA-seq,+,total RNA-seq,CL:2000018,endothelial cell of coronary artery,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:2000040 total RNA-seq,+,total RNA-seq,CL:2000040,bladder microvascular endothelial cell,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:2000041 total RNA-seq,+,total RNA-seq,CL:2000041,dermis microvascular lymphatic vessel endothelial cell,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:2000045 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:2000045,foreskin melanocyte,primary_cell,newborn,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:2000066 total RNA-seq,+,total RNA-seq,CL:2000066,cardiac ventricle fibroblast,primary_cell,"adult,unknown",encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:2000067 total RNA-seq,+,total RNA-seq,CL:2000067,cardiac atrium fibroblast,primary_cell,child,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:2000068 total RNA-seq,+,total RNA-seq,CL:2000068,pericardium fibroblast,primary_cell,"embryonic,unknown",encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:2000071 total RNA-seq,+,total RNA-seq,CL:2000071,mammary microvascular endothelial cell,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:2000078 total RNA-seq,+,total RNA-seq,CL:2000078,placental pericyte,primary_cell,newborn,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:2000092 total RNA-seq,+,total RNA-seq,CL:2000092,hair follicular keratinocyte,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:2000093 total RNA-seq,+,total RNA-seq,CL:2000093,bronchus fibroblast of lung,primary_cell,unknown,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CL:2000094 total RNA-seq,+,total RNA-seq,CL:2000094,nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa,primary_cell,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_CLO:0007045 polyA plus RNA-seq,+,polyA plus RNA-seq,CLO:0007045,"Jurkat, Clone E6-1",cell_line,child,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0000572 gtex Cells_EBV-transformed_lymphocytes polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0000572,lymphoblast,tissue,adult,gtex,,,OutputType.SPLICE_SITE_USAGE,Cells_EBV-transformed_lymphocytes,,
usage_EFO:0001086 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0001086,A549,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0001099 total RNA-seq,+,total RNA-seq,EFO:0001099,Caco-2,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0001187 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0001187,HepG2,cell_line,child,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0001187 total RNA-seq,+,total RNA-seq,EFO:0001187,HepG2,cell_line,child,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0001193 total RNA-seq,+,total RNA-seq,EFO:0001193,HT-29,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0001196 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0001196,IMR-90,cell_line,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0001196 total RNA-seq,+,total RNA-seq,EFO:0001196,IMR-90,cell_line,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0001200 total RNA-seq,+,total RNA-seq,EFO:0001200,MCF 10A,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0001203 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0001203,MCF-7,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0001203 total RNA-seq,+,total RNA-seq,EFO:0001203,MCF-7,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002009 gtex Cells_Cultured_fibroblasts polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0002009,fibroblast derived cell line,tissue,adult,gtex,,,OutputType.SPLICE_SITE_USAGE,Cells_Cultured_fibroblasts,,
usage_EFO:0002059 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0002059,HT1080,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002059 total RNA-seq,+,total RNA-seq,EFO:0002059,HT1080,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002067 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0002067,K562,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002067 total RNA-seq,+,total RNA-seq,EFO:0002067,K562,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002074 total RNA-seq,+,total RNA-seq,EFO:0002074,PC-3,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002101 total RNA-seq,+,total RNA-seq,EFO:0002101,A172,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002103 total RNA-seq,+,total RNA-seq,EFO:0002103,A375,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002106 total RNA-seq,+,total RNA-seq,EFO:0002106,A673,cell_line,child,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002150 total RNA-seq,+,total RNA-seq,EFO:0002150,Caki2,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002179 total RNA-seq,+,total RNA-seq,EFO:0002179,G401,cell_line,child,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002184 total RNA-seq,+,total RNA-seq,EFO:0002184,H4,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002234 total RNA-seq,+,total RNA-seq,EFO:0002234,MG63,cell_line,child,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002330 total RNA-seq,+,total RNA-seq,EFO:0002330,SJSA1,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002713 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0002713,Panc1,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002713 total RNA-seq,+,total RNA-seq,EFO:0002713,Panc1,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002779 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0002779,BJ,cell_line,newborn,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002784 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0002784,GM12878,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002784 total RNA-seq,+,total RNA-seq,EFO:0002784,GM12878,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002785 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0002785,GM12891,cell_line,unknown,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002786 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0002786,GM12892,cell_line,unknown,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002791 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0002791,HeLa-S3,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002819 total RNA-seq,+,total RNA-seq,EFO:0002819,Calu3,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002824 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0002824,HCT116,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002824 total RNA-seq,+,total RNA-seq,EFO:0002824,HCT116,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0002847 total RNA-seq,+,total RNA-seq,EFO:0002847,PC-9,cell_line,unknown,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0003042 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0003042,H1,cell_line,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0003042 total RNA-seq,+,total RNA-seq,EFO:0003042,H1,cell_line,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0003044 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0003044,NCI-H460,cell_line,unknown,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0003044 total RNA-seq,+,total RNA-seq,EFO:0003044,NCI-H460,cell_line,unknown,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0003045 total RNA-seq,+,total RNA-seq,EFO:0003045,H9,cell_line,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0003072 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0003072,SK-N-SH,cell_line,child,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0005234 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0005234,PFSK-1,cell_line,child,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0005237 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0005237,U-87 MG,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0005697 total RNA-seq,+,total RNA-seq,EFO:0005697,M059J,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0005698 total RNA-seq,+,total RNA-seq,EFO:0005698,Daoy,cell_line,child,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0005712 total RNA-seq,+,total RNA-seq,EFO:0005712,RPMI7951,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0005714 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0005714,LHCN-M2,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0005714 total RNA-seq,+,total RNA-seq,EFO:0005714,LHCN-M2,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0005719 total RNA-seq,+,total RNA-seq,EFO:0005719,Karpas-422,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0005720 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0005720,SK-MEL-5,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0005720 total RNA-seq,+,total RNA-seq,EFO:0005720,SK-MEL-5,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0005721 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0005721,SK-N-DZ,cell_line,child,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0005722 total RNA-seq,+,total RNA-seq,EFO:0005722,SJCRH30,cell_line,child,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0005723 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0005723,GM23248,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0005723 total RNA-seq,+,total RNA-seq,EFO:0005723,GM23248,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0005725 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0005725,BE2C,cell_line,child,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0005904 total RNA-seq,+,total RNA-seq,EFO:0005904,H7,cell_line,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0006270 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0006270,AG04450,cell_line,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0006711 total RNA-seq,+,total RNA-seq,EFO:0006711,OCI-LY7,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0007089 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0007089,HUES64,cell_line,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0007950 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0007950,GM23338,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0007950 total RNA-seq,+,total RNA-seq,EFO:0007950,GM23338,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0009318 total RNA-seq,+,total RNA-seq,EFO:0009318,HFFc6,cell_line,newborn,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0009747 total RNA-seq,+,total RNA-seq,EFO:0009747,WTC11,cell_line,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_EFO:0030018 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0030018,BLaER1,cell_line,unknown,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_NTR:0000427 polyA plus RNA-seq,+,polyA plus RNA-seq,NTR:0000427,neurosphere,primary_cell,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_NTR:0000491 total RNA-seq,+,total RNA-seq,NTR:0000491,Right ventricle myocardium inferior,tissue,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_NTR:0000492 total RNA-seq,+,total RNA-seq,NTR:0000492,Right ventricle myocardium superior,tissue,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_NTR:0000493 total RNA-seq,+,total RNA-seq,NTR:0000493,left ventricle myocardium inferior,tissue,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_NTR:0000494 total RNA-seq,+,total RNA-seq,NTR:0000494,left ventricle myocardium superior,tissue,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_NTR:0000524 polyA plus RNA-seq,+,polyA plus RNA-seq,NTR:0000524,fibroblast of skin of scalp,primary_cell,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_NTR:0000856 polyA plus RNA-seq,+,polyA plus RNA-seq,NTR:0000856,mesendoderm,in_vitro_differentiated_cells,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_NTR:0003013 polyA plus RNA-seq,+,polyA plus RNA-seq,NTR:0003013,placental basal plate,tissue,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_UBERON:0000007 gtex Pituitary polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000007,pituitary gland,tissue,adult,gtex,,,OutputType.SPLICE_SITE_USAGE,Pituitary,,
usage_UBERON:0000016 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000016,endocrine pancreas,tissue,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_UBERON:0000019 total RNA-seq,+,total RNA-seq,UBERON:0000019,camera-type eye,tissue,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_UBERON:0000056 total RNA-seq,+,total RNA-seq,UBERON:0000056,ureter,tissue,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_UBERON:0000081 total RNA-seq,+,total RNA-seq,UBERON:0000081,metanephros,tissue,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_UBERON:0000088 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000088,trophoblast,tissue,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_UBERON:0000305 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000305,amnion,tissue,embryonic,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_UBERON:0000317 total RNA-seq,+,total RNA-seq,UBERON:0000317,colonic mucosa,tissue,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_UBERON:0000458 gtex Cervix_Endocervix polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000458,endocervix,tissue,adult,gtex,,,OutputType.SPLICE_SITE_USAGE,Cervix_Endocervix,,
usage_UBERON:0000473 gtex Testis polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000473,testis,tissue,adult,gtex,,,OutputType.SPLICE_SITE_USAGE,Testis,,
usage_UBERON:0000473 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000473,testis,tissue,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_UBERON:0000473 total RNA-seq,+,total RNA-seq,UBERON:0000473,testis,tissue,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_UBERON:0000945 gtex Stomach polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000945,stomach,tissue,adult,gtex,,,OutputType.SPLICE_SITE_USAGE,Stomach,,
usage_UBERON:0000945 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000945,stomach,tissue,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_UBERON:0000945 total RNA-seq,+,total RNA-seq,UBERON:0000945,stomach,tissue,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_UBERON:0000947 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000947,aorta,tissue,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_UBERON:0000947 total RNA-seq,+,total RNA-seq,UBERON:0000947,aorta,tissue,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_UBERON:0000948 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000948,heart,tissue,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_UBERON:0000948 total RNA-seq,+,total RNA-seq,UBERON:0000948,heart,tissue,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_UBERON:0000955 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000955,brain,tissue,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_UBERON:0000992 gtex Ovary polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000992,ovary,tissue,adult,gtex,,,OutputType.SPLICE_SITE_USAGE,Ovary,,
usage_UBERON:0000992 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000992,ovary,tissue,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_UBERON:0000992 total RNA-seq,+,total RNA-seq,UBERON:0000992,ovary,tissue,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_UBERON:0000995 gtex Uterus polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000995,uterus,tissue,adult,gtex,,,OutputType.SPLICE_SITE_USAGE,Uterus,,
usage_UBERON:0000995 total RNA-seq,+,total RNA-seq,UBERON:0000995,uterus,tissue,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
usage_UBERON:0000996 gtex Vagina polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000996,vagina,tissue,adult,gtex,,,OutputType.SPLICE_SITE_USAGE,Vagina,,
usage_UBERON:0000996 total RNA-seq,+,total RNA-seq,UBERON:0000996,vagina,tissue,adult,encode,,,OutputType.SPLICE_SITE_USAGE,,,
